"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"06/24/2023","AQS","010731010","4","25","ug/m3 SC","23","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"06/25/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"06/26/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"06/27/2023","AQS","010731010","4","30","ug/m3 SC","28","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"06/28/2023","AQS","010731010","4","29","ug/m3 SC","27","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"06/29/2023","AQS","010731010","4","30","ug/m3 SC","28","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"06/30/2023","AQS","010731010","4","54","ug/m3 SC","50","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/01/2023","AQS","010731010","4","24","ug/m3 SC","22","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/02/2023","AQS","010731010","4","25","ug/m3 SC","23","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/03/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/04/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/05/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/06/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/07/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/08/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/09/2023","AQS","010731010","4","12","ug/m3 SC","11","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/10/2023","AQS","010731010","4","11","ug/m3 SC","10","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/11/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/12/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/13/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/14/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/15/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/16/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/17/2023","AQS","010731010","4","50","ug/m3 SC","46","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/18/2023","AQS","010731010","4","39","ug/m3 SC","36","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/19/2023","AQS","010731010","4","22","ug/m3 SC","20","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/20/2023","AQS","010731010","4","32","ug/m3 SC","30","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/21/2023","AQS","010731010","4","28","ug/m3 SC","26","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/22/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/23/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/24/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/25/2023","AQS","010731010","4","27","ug/m3 SC","25","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/26/2023","AQS","010731010","4","36","ug/m3 SC","33","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/27/2023","AQS","010731010","4","29","ug/m3 SC","27","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/28/2023","AQS","010731010","4","27","ug/m3 SC","25","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/29/2023","AQS","010731010","4","23","ug/m3 SC","21","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/30/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"07/31/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/01/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/02/2023","AQS","010731010","4","19","ug/m3 SC","18","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/03/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/04/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/05/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/06/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/07/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/08/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/09/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/10/2023","AQS","010731010","4","13","ug/m3 SC","12","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/11/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/12/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/13/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/14/2023","AQS","010731010","4","24","ug/m3 SC","22","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/15/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/16/2023","AQS","010731010","4","14","ug/m3 SC","13","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/17/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/18/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/19/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/20/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/21/2023","AQS","010731010","4","25","ug/m3 SC","23","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/22/2023","AQS","010731010","4","25","ug/m3 SC","23","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/23/2023","AQS","010731010","4","26","ug/m3 SC","24","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/24/2023","AQS","010731010","4","30","ug/m3 SC","28","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/25/2023","AQS","010731010","4","28","ug/m3 SC","26","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/26/2023","AQS","010731010","4","26","ug/m3 SC","24","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/27/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/28/2023","AQS","010731010","4","19","ug/m3 SC","18","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/29/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/30/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"08/31/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/01/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/02/2023","AQS","010731010","4","13","ug/m3 SC","12","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/03/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/04/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/05/2023","AQS","010731010","4","19","ug/m3 SC","18","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/06/2023","AQS","010731010","4","19","ug/m3 SC","18","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/07/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/08/2023","AQS","010731010","4","24","ug/m3 SC","22","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/09/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/10/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/11/2023","AQS","010731010","4","22","ug/m3 SC","20","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/12/2023","AQS","010731010","4","25","ug/m3 SC","23","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/13/2023","AQS","010731010","4","19","ug/m3 SC","18","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/14/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/15/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/16/2023","AQS","010731010","4","14","ug/m3 SC","13","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/17/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/18/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/19/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/20/2023","AQS","010731010","4","24","ug/m3 SC","22","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/21/2023","AQS","010731010","4","23","ug/m3 SC","21","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/22/2023","AQS","010731010","4","27","ug/m3 SC","25","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/23/2023","AQS","010731010","4","22","ug/m3 SC","20","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/24/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/25/2023","AQS","010731010","4","25","ug/m3 SC","23","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/26/2023","AQS","010731010","4","23","ug/m3 SC","21","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/27/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/28/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/29/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"09/30/2023","AQS","010731010","4","19","ug/m3 SC","18","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/01/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/02/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/03/2023","AQS","010731010","4","19","ug/m3 SC","18","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/04/2023","AQS","010731010","4","27","ug/m3 SC","25","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/05/2023","AQS","010731010","4","27","ug/m3 SC","25","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/06/2023","AQS","010731010","4","20","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/07/2023","AQS","010731010","4","14","ug/m3 SC","13","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/08/2023","AQS","010731010","4","11","ug/m3 SC","10","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/09/2023","AQS","010731010","4","14","ug/m3 SC","13","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/10/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/11/2023","AQS","010731010","4","29","ug/m3 SC","27","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/12/2023","AQS","010731010","4","9","ug/m3 SC","8","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/13/2023","AQS","010731010","4","10","ug/m3 SC","9","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/14/2023","AQS","010731010","4","15","ug/m3 SC","14","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/15/2023","AQS","010731010","4","5","ug/m3 SC","5","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/16/2023","AQS","010731010","4","7","ug/m3 SC","6","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/17/2023","AQS","010731010","4","9","ug/m3 SC","8","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/18/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/19/2023","AQS","010731010","4","26","ug/m3 SC","24","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/20/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/21/2023","AQS","010731010","4","14","ug/m3 SC","13","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/22/2023","AQS","010731010","4","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/23/2023","AQS","010731010","4","18","ug/m3 SC","17","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/24/2023","AQS","010731010","4","22","ug/m3 SC","20","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/25/2023","AQS","010731010","4","21","ug/m3 SC","19","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/26/2023","AQS","010731010","4","23","ug/m3 SC","21","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/27/2023","AQS","010731010","4","27","ug/m3 SC","25","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"10/28/2023","AQS","010731010","4","16","ug/m3 SC","15","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","239","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
